DELIVERY_START,spot_id_delta
2022-09-17 10:00:00+02:00,-37.90567700337735
2023-03-09 16:00:00+01:00,24.39994715392963
2022-12-16 04:00:00+01:00,-17.531674420195657
2022-07-29 03:00:00+02:00,-10.448003279285786
2022-05-24 19:00:00+02:00,18.265918605193235
2022-07-03 01:00:00+02:00,14.532019122609626
2022-09-28 14:00:00+02:00,15.7890656732892
2022-10-23 11:00:00+02:00,-19.458576449218143
2022-04-02 00:00:00+02:00,16.872409433158168
2022-11-14 02:00:00+01:00,6.617609709561179
2023-02-23 17:00:00+01:00,8.51685158790255
2023-03-05 05:00:00+01:00,-7.347338197222854
2022-07-22 04:00:00+02:00,16.91613450624294
2023-02-03 02:00:00+01:00,-7.036271003160891
2022-01-25 18:00:00+01:00,246.60750561866
2022-10-11 19:00:00+02:00,1.883130952987301
2022-04-29 06:00:00+02:00,8.712140900195692
2022-01-13 13:00:00+01:00,-0.332769424244077
2022-11-20 11:00:00+01:00,-29.912770690503063
2022-07-07 02:00:00+02:00,18.762920585161964
2022-02-25 03:00:00+01:00,7.550348464007357
2023-01-03 11:00:00+01:00,-0.4932112119644785
2022-04-18 18:00:00+02:00,-4.812689410203376
2022-07-26 19:00:00+02:00,71.1599236066279
2022-06-19 09:00:00+02:00,44.38333303101763
2022-07-15 15:00:00+02:00,-24.10955709342562
2022-03-22 04:00:00+01:00,2.859644470348229
2022-07-10 14:00:00+02:00,11.213896321070196
2022-01-26 08:00:00+01:00,5.097696142888424
2023-03-22 22:00:00+01:00,-4.779116473930387
2022-04-19 12:00:00+02:00,-23.40906786352494
2022-04-21 08:00:00+02:00,35.033790163007666
2023-02-03 03:00:00+01:00,0.540692142550455
2023-01-28 04:00:00+01:00,10.651951675643346
2022-12-10 06:00:00+01:00,-24.02436284533394
2022-07-04 08:00:00+02:00,14.49367082808385
2023-03-21 20:00:00+01:00,8.253971480628195
2023-01-31 17:00:00+01:00,4.452285160135261
2022-03-19 18:00:00+01:00,-19.62758524111058
2022-09-23 21:00:00+02:00,34.12071723177456
2023-03-01 14:00:00+01:00,-1.3534331579657248
2022-07-23 21:00:00+02:00,3.13629248554912
2022-10-16 10:00:00+02:00,-10.227086299892122
2022-09-08 19:00:00+02:00,-102.44069217193618
2022-05-08 19:00:00+02:00,0.6656974815261663
2022-06-22 04:00:00+02:00,11.217712216074544
2022-04-15 13:00:00+02:00,8.135430796356161
2022-09-07 08:00:00+02:00,76.87544944498075
2022-06-21 19:00:00+02:00,20.90519375559421
2022-06-30 21:00:00+02:00,-25.16576955810143
2022-07-19 08:00:00+02:00,23.45539395070932
2022-03-15 12:00:00+01:00,22.09651453078993
2022-07-31 08:00:00+02:00,-9.317465725806414
2022-09-26 18:00:00+02:00,-44.1484613721845
2023-02-10 19:00:00+01:00,-11.25476742165324
2022-12-23 12:00:00+01:00,-40.38859980196867
2022-03-10 08:00:00+01:00,-16.6117685146163
2023-01-25 14:00:00+01:00,37.22631620444287
2022-09-05 16:00:00+02:00,26.026095128033603
2022-06-10 18:00:00+02:00,-5.546678574114452
2023-01-01 20:00:00+01:00,24.97031696097344
2022-03-17 14:00:00+01:00,32.83273204745086
2022-09-24 00:00:00+02:00,-18.516184751660887
2022-11-05 16:00:00+01:00,8.86977634068512
2022-05-11 08:00:00+02:00,2.9619477480990497
2022-12-18 04:00:00+01:00,37.18626004323176
2022-10-14 23:00:00+02:00,3.772538766083784
2022-09-10 02:00:00+02:00,-35.108142060021066
2022-07-01 22:00:00+02:00,-32.5374801664355
2023-01-07 01:00:00+01:00,-49.53118603687591
2022-11-18 01:00:00+01:00,-0.925633363068698
2022-06-12 22:00:00+02:00,16.584937695590327
2022-05-02 21:00:00+02:00,-8.88967693066516
2022-05-23 03:00:00+02:00,9.471567614125746
2022-08-05 13:00:00+02:00,33.47177614550537
2023-03-27 14:00:00+02:00,20.119079668129544
2022-05-20 14:00:00+02:00,-5.322775254093301
2022-08-13 01:00:00+02:00,-23.78381813347505
2022-12-23 05:00:00+01:00,11.018632454128436
2023-03-04 02:00:00+01:00,8.769445968848373
2022-05-08 02:00:00+02:00,-8.44112629152076
2023-01-10 23:00:00+01:00,-12.52805669142991
2022-04-22 19:00:00+02:00,-0.8915058836288665
2022-03-20 17:00:00+01:00,-0.9346499461455552
2023-03-15 15:00:00+01:00,-6.871361149781393
2022-09-02 08:00:00+02:00,44.06871506091943
2022-07-08 17:00:00+02:00,-34.28610528150597
2022-10-26 11:00:00+02:00,-14.492964074664656
2022-03-17 08:00:00+01:00,-2.5805233048860714
2022-09-11 14:00:00+02:00,19.73555934421711
2022-11-10 23:00:00+01:00,-1.7519778393351544
2022-01-08 17:00:00+01:00,-0.4866559098962568
2022-09-08 02:00:00+02:00,-45.67849911504425
2022-11-30 19:00:00+01:00,-27.501481751582787
2023-02-08 09:00:00+01:00,3.9348161340325305
2022-04-24 22:00:00+02:00,18.12517825083356
2022-10-19 12:00:00+02:00,-9.628085909992931
2023-02-08 13:00:00+01:00,9.617059195852676
2022-03-11 04:00:00+01:00,-17.727546615152036
2022-11-20 06:00:00+01:00,-4.038764174293448
2022-09-09 18:00:00+02:00,-14.081945818345332
2023-02-22 10:00:00+01:00,0.4075105868118669
2022-07-23 10:00:00+02:00,-23.293110930696
2022-02-06 07:00:00+01:00,-10.984877460827647
2022-05-12 06:00:00+02:00,-9.422053832650676
2022-01-15 10:00:00+01:00,8.495795781063833
2022-02-06 13:00:00+01:00,-15.766479631053016
2023-02-17 06:00:00+01:00,-8.258370537580461
2022-07-13 06:00:00+02:00,25.609076327433627
2022-08-08 08:00:00+02:00,-23.73245726888445
2022-07-04 00:00:00+02:00,-49.51727966382833
2022-06-21 13:00:00+02:00,-7.412926586403557
2023-02-11 17:00:00+01:00,8.54786861392543
2022-06-27 10:00:00+02:00,32.17786751095957
2022-03-29 21:00:00+02:00,5.333037015863965
2022-12-05 04:00:00+01:00,10.394358671004682
2023-01-31 06:00:00+01:00,11.893263309688962
2023-01-10 19:00:00+01:00,-8.909768518518518
2022-05-28 12:00:00+02:00,18.549322393249355
2022-11-16 00:00:00+01:00,20.02157945041816
2022-12-04 03:00:00+01:00,31.20479621451108
2022-02-03 20:00:00+01:00,-14.260810854466143
2022-12-20 15:00:00+01:00,2.279782014178352
2022-02-16 15:00:00+01:00,3.6147319794299904
2022-12-18 16:00:00+01:00,48.3419039818852
2023-03-06 08:00:00+01:00,171.78544150605106
2022-04-17 14:00:00+02:00,-3.215209583884424
2022-10-19 06:00:00+02:00,-18.65225568727973
2023-03-19 22:00:00+01:00,5.762854506997883
2022-07-05 01:00:00+02:00,27.411749079138303
2022-09-09 04:00:00+02:00,31.98830132484335
2022-01-11 23:00:00+01:00,-6.034084421762799
2023-02-26 14:00:00+01:00,-27.95755511598026
2022-09-24 22:00:00+02:00,-0.6477318256918352
2022-10-29 15:00:00+02:00,6.717928606766378
2022-08-05 04:00:00+02:00,40.18206381039198
2023-01-30 11:00:00+01:00,3.282326081117418
2022-09-27 17:00:00+02:00,3.9608208741113913
2022-05-16 07:00:00+02:00,-16.455252570629966
2022-07-18 14:00:00+02:00,5.067815927218362
2022-02-20 20:00:00+01:00,25.195314178531817
2023-03-10 01:00:00+01:00,11.914094510960709
2022-05-26 03:00:00+02:00,9.36013325718639
2022-09-10 13:00:00+02:00,-28.590964685314702
2022-11-18 21:00:00+01:00,-59.64742781427705
2022-06-12 03:00:00+02:00,12.35990860215054
2022-05-20 16:00:00+02:00,-9.927838950347308
2022-03-24 11:00:00+01:00,0.2560698088759068
2022-12-09 08:00:00+01:00,32.047274349014515
2022-04-11 00:00:00+02:00,-17.253617784152
2022-01-14 22:00:00+01:00,4.300653809971806
2023-02-03 16:00:00+01:00,3.2930598958333235
2022-03-10 12:00:00+01:00,-19.426405863061404
2022-05-17 21:00:00+02:00,-10.458768141131516
2022-02-16 00:00:00+01:00,-2.487747234873126
2022-08-02 18:00:00+02:00,-5.592468441444794
2022-06-13 07:00:00+02:00,-9.397839559093685
2022-02-10 16:00:00+01:00,-1.3901969245896453
2022-09-28 15:00:00+02:00,12.846436411273146
2023-03-01 20:00:00+01:00,4.520054898991248
2022-02-11 18:00:00+01:00,-27.45809592490841
2022-05-21 13:00:00+02:00,2.516183166786845
2022-08-12 03:00:00+02:00,-14.202887455542792
2022-10-12 06:00:00+02:00,-4.461090765898746
2022-04-22 07:00:00+02:00,-1.4285404339250365
2022-05-31 14:00:00+02:00,-5.611221070307352
2022-03-14 21:00:00+01:00,-30.68873382594944
2022-09-08 07:00:00+02:00,-94.15579087220368
2022-11-20 18:00:00+01:00,-37.81047234159999
2023-02-05 10:00:00+01:00,-4.047020142180116
2022-01-30 17:00:00+01:00,2.9415188396131957
2022-04-28 03:00:00+02:00,-3.846047362469221
2022-04-30 15:00:00+02:00,-21.360671920553894
2022-06-15 18:00:00+02:00,8.37095857328626
2023-02-07 04:00:00+01:00,1.2359068014168315
2022-05-28 15:00:00+02:00,28.253786876120955
2022-08-28 08:00:00+02:00,-34.14283005808926
2023-03-27 04:00:00+02:00,-3.0460050070304163
2022-05-23 00:00:00+02:00,-16.915556978233013
2022-12-15 18:00:00+01:00,11.464492514112749
2022-07-22 00:00:00+02:00,46.072592324402535
2022-03-26 14:00:00+01:00,-13.660993729496312
2022-02-25 18:00:00+01:00,-8.60382675800588
2022-06-12 02:00:00+02:00,20.6587071451458
2023-03-28 02:00:00+02:00,7.55299529864638
2022-08-02 20:00:00+02:00,-66.76572211821338
2022-03-07 06:00:00+01:00,-3.2089990421455354
2022-04-07 17:00:00+02:00,9.001063211845093
2022-07-31 01:00:00+02:00,59.533062579249645
